Soil_type,Temperature,Humidity,ph,Rainfall,District,Zone,Crop,Label,Suitability
Red-Yellow Latosols,31.8,64.4,5.0,1094,Puttalam,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,31.5,64.9,5.6,1325,Puttalam,Dry,Tea,0,Not Suitable
Loamy soils,28.2,57.7,4.9,1215,Puttalam,Dry,Tea,0,Not Suitable
Sandy regosol,27.1,72.8,5.7,1013,Puttalam,Dry,Tea,0,Not Suitable
Loam,32.0,70.3,4.8,1001,Puttalam,Dry,Tea,0,Not Suitable
Red loam,30.6,58.4,5.5,1053,Puttalam,Dry,Cinnamon,0,Not Suitable
Loam,28.1,59.1,5.2,1294,Puttalam,Dry,Cinnamon,0,Not Suitable
Red loam,27.2,67.6,5.5,1388,Puttalam,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,27.8,66.4,6.5,1353,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy regosol,31.4,61.3,5.0,1171,Puttalam,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,31.8,69.5,5.4,1383,Puttalam,Dry,Cinnamon,0,Not Suitable
Red loam,27.1,65.9,6.5,1253,Puttalam,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,28.4,60.2,5.5,1156,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy regosol,33.0,64.5,6.1,1300,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,32.4,61.7,5.4,1316,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,30.8,59.3,5.5,1138,Puttalam,Dry,Cinnamon,0,Not Suitable
Loam,28.9,74.3,6.5,980,Puttalam,Dry,Cinnamon,0,Not Suitable
Loam,33.9,55.4,5.4,1250,Puttalam,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,27.3,63.1,4.8,1368,Puttalam,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,31.1,65.0,5.0,1337,Puttalam,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,31.8,68.6,6.9,1235,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,32.8,55.8,5.7,1136,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,29.2,64.0,5.8,1092,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.9,56.8,5.9,1361,Puttalam,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,31.4,71.6,5.7,1080,Puttalam,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,29.9,62.5,6.6,1363,Puttalam,Dry,Cinnamon,0,Not Suitable
Red loam,27.8,57.2,5.0,1114,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,31.3,57.9,4.8,1161,Puttalam,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,29.2,68.5,7.0,1142,Puttalam,Dry,Cinnamon,0,Not Suitable
Loam,33.1,62.2,6.7,923,Puttalam,Dry,Cinnamon,0,Not Suitable
Red loam,33.4,71.4,7.0,964,Puttalam,Dry,Cinnamon,0,Not Suitable
Red loam,28.8,69.5,5.3,1354,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.4,61.2,5.4,1388,Puttalam,Dry,Cinnamon,0,Not Suitable
Sandy regosol,33.7,56.1,6.0,1255,Puttalam,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,30.3,59.5,5.2,1253,Puttalam,Dry,Cinnamon,0,Not Suitable
Loam,30.9,60.1,5.5,1378,Puttalam,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,28.4,59.8,5.8,1107,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,30.4,72.4,6.3,1256,Puttalam,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,27.6,68.9,6.5,983,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,28.8,63.3,6.6,1075,Puttalam,Dry,Pepper,0,Not Suitable
Red loam,27.9,66.3,6.4,971,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,33.3,63.7,6.7,1144,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,30.6,64.8,6.4,1189,Puttalam,Dry,Pepper,0,Not Suitable
Loamy soil,27.7,71.4,5.6,1118,Puttalam,Dry,Pepper,0,Not Suitable
Loam,32.5,62.5,6.3,950,Puttalam,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,33.2,72.8,6.6,1379,Puttalam,Dry,Pepper,0,Not Suitable
Red loam,27.0,62.6,6.0,1309,Puttalam,Dry,Pepper,0,Not Suitable
Loam,31.2,67.1,6.7,1083,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,30.5,64.3,6.1,1399,Puttalam,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,28.2,65.3,6.5,1307,Puttalam,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,32.5,69.2,6.6,1027,Puttalam,Dry,Pepper,0,Not Suitable
Sandy Clay loam,33.3,58.9,6.8,965,Puttalam,Dry,Pepper,0,Not Suitable
Clay loam,33.1,72.9,6.2,1343,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,31.5,65.9,6.5,926,Puttalam,Dry,Pepper,0,Not Suitable
Sandy Clay loam,30.5,68.0,6.1,1151,Puttalam,Dry,Pepper,0,Not Suitable
Sandy Clay loam,28.2,60.6,5.8,979,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,33.8,58.1,6.3,1035,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,31.3,58.1,6.5,1297,Puttalam,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,28.7,60.8,6.6,1369,Puttalam,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,31.9,56.6,6.2,1109,Puttalam,Dry,Pepper,0,Not Suitable
Loamy soil,28.3,64.0,5.9,1201,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,32.5,71.8,6.6,1062,Puttalam,Dry,Pepper,0,Not Suitable
Sandy loam,27.7,71.8,5.6,976,Puttalam,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,31.5,64.4,6.0,1354,Puttalam,Dry,Pepper,0,Not Suitable
Sandy regosol,29.0,65.0,5.9,1128,Puttalam,Dry,Pepper,0,Not Suitable
Sandy regosol,31.9,70.2,7.0,1326,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy loam,28.9,69.3,6.5,1097,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soil,30.3,74.9,6.9,1264,Puttalam,Dry,Areca-nut,0,Not Suitable
Loam,32.8,73.1,6.2,1307,Puttalam,Dry,Areca-nut,0,Not Suitable
Red loam,28.8,62.4,6.3,910,Puttalam,Dry,Areca-nut,0,Not Suitable
Red loam,30.5,65.5,6.9,1387,Puttalam,Dry,Areca-nut,0,Not Suitable
Loam,28.1,62.4,6.0,1112,Puttalam,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.6,65.5,6.8,1186,Puttalam,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.6,57.6,6.2,1257,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy regosol,29.1,56.0,6.0,1144,Puttalam,Dry,Areca-nut,0,Not Suitable
Clay loam,28.8,68.9,5.9,1285,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy regosol,27.3,72.0,6.9,905,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soil,31.4,61.4,5.5,1023,Puttalam,Dry,Areca-nut,0,Not Suitable
Red loam,28.6,57.8,5.7,1206,Puttalam,Dry,Areca-nut,0,Not Suitable
Clay loam,30.7,66.8,5.6,1049,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soil,27.3,55.5,6.0,1270,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soils,32.6,63.6,6.3,1126,Puttalam,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.0,60.5,6.3,961,Puttalam,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,29.3,63.8,6.2,1223,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy regosol,31.3,65.9,6.6,1270,Puttalam,Dry,Areca-nut,0,Not Suitable
Red loam,30.7,68.6,6.1,1337,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy loam,29.9,70.3,5.6,1191,Puttalam,Dry,Areca-nut,0,Not Suitable
Red loam,33.2,55.6,6.6,1274,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soil,33.7,56.1,6.1,1198,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soil,29.3,56.8,6.2,1181,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soil,27.7,67.2,6.7,1269,Puttalam,Dry,Areca-nut,0,Not Suitable
Loamy soils,33.3,63.2,6.8,1377,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy loam,29.1,58.2,6.1,1118,Puttalam,Dry,Areca-nut,0,Not Suitable
Sandy loam,31.0,66.7,6.3,1275,Puttalam,Dry,Areca-nut,0,Not Suitable
Loam,27.7,72.2,7.0,1055,Puttalam,Dry,Areca-nut,0,Not Suitable
Loam,22.8,94.4,4.8,2927,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,22.3,90.6,5.1,3990,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,28.5,88.9,5.6,3682,Ratnapura,Wet,Tea,0,Not Suitable
Loamy soil,24.1,85.3,5.7,4068,Ratnapura,Wet,Tea,1,Suitable
Loamy soils,28.8,93.5,5.6,2978,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Latosols,24.9,94.9,5.2,3461,Ratnapura,Wet,Tea,1,Suitable
Loam,25.7,84.8,5.7,2905,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Latosols,27.6,82.1,5.3,3887,Ratnapura,Wet,Tea,0,Not Suitable
Loam,24.9,83.8,5.4,4004,Ratnapura,Wet,Tea,1,Suitable
Clay loam,25.8,89.1,5.1,2927,Ratnapura,Wet,Tea,1,Suitable
Clay loam,23.4,83.1,5.7,3726,Ratnapura,Wet,Tea,1,Suitable
Loamy soil,24.8,83.1,5.6,3708,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Latosols,27.2,93.0,5.5,3551,Ratnapura,Wet,Tea,0,Not Suitable
Red-Yellow Podzolic soils,23.0,85.2,5.2,3345,Ratnapura,Wet,Tea,1,Suitable
Loamy soils,28.5,93.1,4.7,2988,Ratnapura,Wet,Tea,1,Suitable
Loam,24.5,84.4,5.7,3661,Ratnapura,Wet,Tea,1,Suitable
Loam,28.7,89.8,5.2,3973,Ratnapura,Wet,Tea,0,Not Suitable
Loamy soil,23.5,87.9,5.5,3577,Ratnapura,Wet,Tea,1,Suitable
Loamy soils,23.5,85.5,5.7,3310,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Latosols,25.1,91.3,4.8,3851,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Latosols,26.0,93.4,5.7,3465,Ratnapura,Wet,Tea,1,Suitable
Loamy soil,23.5,81.1,5.6,4048,Ratnapura,Wet,Tea,1,Suitable
Loam,28.9,90.2,5.6,4111,Ratnapura,Wet,Tea,0,Not Suitable
Clay loam,27.9,88.5,5.7,3335,Ratnapura,Wet,Tea,1,Suitable
Loamy soils,25.0,88.1,5.2,3425,Ratnapura,Wet,Tea,1,Suitable
Loam,25.3,80.7,5.1,4035,Ratnapura,Wet,Tea,1,Suitable
Clay loam,26.1,82.1,4.8,2805,Ratnapura,Wet,Tea,1,Suitable
Red-Yellow Latosols,26.9,81.5,4.8,4072,Ratnapura,Wet,Tea,1,Suitable
Clay loam,23.4,82.7,5.5,2820,Ratnapura,Wet,Tea,1,Suitable
Loamy soil,28.1,89.2,4.9,3063,Ratnapura,Wet,Tea,1,Suitable
Red loam,25.3,94.3,6.4,3146,Ratnapura,Wet,Cinnamon,0,Not Suitable
Clay loam,25.1,84.5,5.0,3438,Ratnapura,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,27.6,83.6,5.0,3816,Ratnapura,Wet,Cinnamon,1,Suitable
Loamy soils,28.7,82.9,6.6,4036,Ratnapura,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,28.8,87.2,5.6,3818,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,23.3,86.6,7.0,3032,Ratnapura,Wet,Cinnamon,0,Not Suitable
Sandy loam,22.7,88.8,6.0,3677,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,26.6,81.7,5.4,3577,Ratnapura,Wet,Cinnamon,1,Suitable
Loamy soils,28.6,91.4,4.9,4162,Ratnapura,Wet,Cinnamon,0,Not Suitable
Clay loam,24.0,82.9,5.3,2816,Ratnapura,Wet,Cinnamon,1,Suitable
Sandy loam,26.8,83.5,6.8,3513,Ratnapura,Wet,Cinnamon,1,Suitable
Loam,26.9,85.9,5.8,3321,Ratnapura,Wet,Cinnamon,0,Not Suitable
Clay loam,23.2,89.5,6.7,3310,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,27.3,89.2,5.3,3310,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,27.4,87.3,5.2,3115,Ratnapura,Wet,Cinnamon,0,Not Suitable
Clay loam,23.2,91.7,6.0,3121,Ratnapura,Wet,Cinnamon,0,Not Suitable
Sandy loam,25.2,88.7,6.7,4028,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,25.2,80.2,6.1,3397,Ratnapura,Wet,Cinnamon,1,Suitable
Sandy loam,25.9,89.8,6.2,3016,Ratnapura,Wet,Cinnamon,0,Not Suitable
Loam,23.3,91.3,6.4,3275,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red-Yellow Latosols,22.3,86.1,5.3,3787,Ratnapura,Wet,Cinnamon,0,Not Suitable
Sandy Clay loam,27.6,89.5,5.6,3623,Ratnapura,Wet,Cinnamon,0,Not Suitable
Sandy Clay loam,25.4,89.0,6.3,3461,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,25.0,83.0,4.8,3100,Ratnapura,Wet,Cinnamon,1,Suitable
Sandy loam,24.1,91.2,5.2,3912,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,28.7,87.5,6.4,4084,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,27.1,81.3,4.8,3108,Ratnapura,Wet,Cinnamon,1,Suitable
Loamy soils,27.0,85.2,5.5,3901,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red loam,27.7,82.0,5.5,3043,Ratnapura,Wet,Cinnamon,1,Suitable
Clay loam,24.9,85.2,5.0,3869,Ratnapura,Wet,Cinnamon,0,Not Suitable
Red-Yellow Latosols,24.5,92.6,6.7,2894,Ratnapura,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,28.9,81.3,6.0,3208,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,27.4,88.9,6.5,3702,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,22.8,92.5,6.3,3788,Ratnapura,Wet,Pepper,0,Not Suitable
Red-Yellow Latosols,28.2,90.5,6.1,3082,Ratnapura,Wet,Pepper,1,Suitable
Loamy soils,25.5,80.8,5.7,4136,Ratnapura,Wet,Pepper,1,Suitable
Sandy Clay loam,26.9,87.6,6.7,2836,Ratnapura,Wet,Pepper,1,Suitable
Loamy soils,28.0,87.9,5.7,3121,Ratnapura,Wet,Pepper,1,Suitable
Sandy Clay loam,24.5,83.8,6.8,3509,Ratnapura,Wet,Pepper,1,Suitable
Loamy soil,26.0,93.3,6.1,3711,Ratnapura,Wet,Pepper,0,Not Suitable
Loamy soil,28.0,87.1,5.9,4016,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,22.9,92.8,6.7,3622,Ratnapura,Wet,Pepper,0,Not Suitable
Clay loam,28.6,80.8,6.0,3501,Ratnapura,Wet,Pepper,1,Suitable
Loam,26.4,91.9,6.2,3193,Ratnapura,Wet,Pepper,1,Suitable
Red-Yellow Latosols,27.0,82.0,6.3,3940,Ratnapura,Wet,Pepper,1,Suitable
Reddish Brown Earth,28.6,85.1,6.2,2951,Ratnapura,Wet,Pepper,1,Suitable
Loamy soil,22.6,94.5,6.5,2854,Ratnapura,Wet,Pepper,1,Suitable
Red-Yellow Latosols,25.7,85.5,6.3,2892,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,26.1,84.2,5.9,4074,Ratnapura,Wet,Pepper,1,Suitable
Loamy soils,25.1,88.2,6.7,2940,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,24.6,81.2,6.3,3342,Ratnapura,Wet,Pepper,1,Suitable
Loamy soils,25.6,90.4,5.9,2878,Ratnapura,Wet,Pepper,1,Suitable
Sandy Clay loam,27.7,81.2,5.6,3998,Ratnapura,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.8,85.4,5.7,3657,Ratnapura,Wet,Pepper,1,Suitable
Sandy Clay loam,22.5,83.2,5.9,2979,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,25.6,88.8,6.4,3906,Ratnapura,Wet,Pepper,1,Suitable
Loam,26.3,86.2,6.0,3463,Ratnapura,Wet,Pepper,1,Suitable
Clay loam,27.9,83.5,6.3,2808,Ratnapura,Wet,Pepper,1,Suitable
Loamy soil,23.4,93.4,5.6,4003,Ratnapura,Wet,Pepper,0,Not Suitable
Clay loam,22.7,87.4,5.9,3653,Ratnapura,Wet,Pepper,1,Suitable
Loamy soil,27.0,88.9,5.5,3255,Ratnapura,Wet,Areca-nut,1,Suitable
Red loam,27.3,83.2,6.1,3968,Ratnapura,Wet,Areca-nut,1,Suitable
Loam,26.0,93.1,6.1,4009,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red-Yellow Latosols,23.5,91.6,5.8,3406,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red loam,28.3,83.0,5.5,2836,Ratnapura,Wet,Areca-nut,1,Suitable
Red loam,26.4,89.9,6.0,3235,Ratnapura,Wet,Areca-nut,1,Suitable
Clay loam,24.4,90.2,6.9,2881,Ratnapura,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,23.6,95.0,6.7,3040,Ratnapura,Wet,Areca-nut,0,Not Suitable
Loamy soils,23.6,81.2,6.8,4025,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red loam,24.8,90.5,6.8,3580,Ratnapura,Wet,Areca-nut,0,Not Suitable
Loamy soils,24.2,87.9,6.0,3480,Ratnapura,Wet,Areca-nut,1,Suitable
Loamy soils,28.2,82.5,6.4,3009,Ratnapura,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,26.6,82.9,6.9,3347,Ratnapura,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,23.7,90.0,6.2,3836,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red-Yellow Latosols,28.6,91.0,6.4,3441,Ratnapura,Wet,Areca-nut,0,Not Suitable
Sandy loam,26.8,88.9,6.0,4030,Ratnapura,Wet,Areca-nut,1,Suitable
Loamy soils,24.1,83.2,5.6,2853,Ratnapura,Wet,Areca-nut,1,Suitable
Clay loam,28.1,90.2,6.4,3725,Ratnapura,Wet,Areca-nut,0,Not Suitable
Loamy soils,27.9,87.2,6.0,4019,Ratnapura,Wet,Areca-nut,1,Suitable
Red loam,28.5,90.5,6.3,3160,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red-Yellow Latosols,25.7,82.1,6.0,3628,Ratnapura,Wet,Areca-nut,1,Suitable
Red loam,22.4,94.2,6.8,3698,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red-Yellow Latosols,26.7,85.4,6.5,3518,Ratnapura,Wet,Areca-nut,1,Suitable
Sandy loam,28.7,83.8,6.9,4025,Ratnapura,Wet,Areca-nut,1,Suitable
Clay loam,26.7,94.0,6.9,3357,Ratnapura,Wet,Areca-nut,0,Not Suitable
Loamy soil,26.9,80.6,6.2,4070,Ratnapura,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,25.2,88.5,6.2,3009,Ratnapura,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,27.8,80.2,5.5,3182,Ratnapura,Wet,Areca-nut,1,Suitable
Sandy loam,24.9,90.9,6.9,3918,Ratnapura,Wet,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,26.3,83.8,6.7,4094,Ratnapura,Wet,Areca-nut,1,Suitable
Clay loam,31.0,75.3,5.4,1655,Trincomalee,Dry,Tea,0,Not Suitable
Red loam,29.6,75.7,5.0,1124,Trincomalee,Dry,Tea,0,Not Suitable
Loam,29.8,63.7,4.7,1114,Trincomalee,Dry,Tea,0,Not Suitable
Sandy regosol,31.6,77.7,5.0,1693,Trincomalee,Dry,Tea,0,Not Suitable
Sandy loam,31.2,80.6,5.4,1200,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soils,32.3,62.0,5.6,1617,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,27.2,62.0,4.9,1129,Trincomalee,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,30.6,71.7,5.7,1261,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soils,29.6,61.0,5.2,1280,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,29.9,66.0,5.6,1179,Trincomalee,Dry,Tea,0,Not Suitable
Clay loam,34.0,67.2,5.3,1329,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,32.0,68.6,5.2,1643,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soils,30.2,74.2,5.5,1672,Trincomalee,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,27.3,67.3,4.9,1382,Trincomalee,Dry,Tea,0,Not Suitable
Loam,31.9,78.2,5.8,1539,Trincomalee,Dry,Tea,0,Not Suitable
Sandy regosol,28.9,79.2,5.0,1560,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,32.1,62.3,5.2,1574,Trincomalee,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,29.0,74.4,4.8,1485,Trincomalee,Dry,Tea,0,Not Suitable
Reddish Brown Earth,27.2,69.5,5.6,1442,Trincomalee,Dry,Tea,0,Not Suitable
Clay loam,33.5,71.6,5.1,1552,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,32.2,64.5,5.3,1323,Trincomalee,Dry,Tea,0,Not Suitable
Loam,27.1,75.9,5.0,1601,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soils,30.1,78.7,4.9,1565,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,29.3,74.9,4.7,1438,Trincomalee,Dry,Tea,0,Not Suitable
Sandy regosol,29.2,79.8,5.8,1513,Trincomalee,Dry,Tea,0,Not Suitable
Clay loam,32.4,80.7,5.5,1230,Trincomalee,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,27.1,74.8,5.0,1382,Trincomalee,Dry,Tea,0,Not Suitable
Reddish Brown Earth,33.0,78.8,5.3,1113,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soil,29.6,69.1,4.9,1599,Trincomalee,Dry,Tea,0,Not Suitable
Loamy soils,33.6,64.0,5.4,1498,Trincomalee,Dry,Tea,0,Not Suitable
Loam,28.8,67.1,6.5,1601,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,29.3,71.7,5.3,1137,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,30.4,61.9,6.4,1606,Trincomalee,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,33.6,75.3,6.0,1664,Trincomalee,Dry,Cinnamon,0,Not Suitable
Loam,31.2,81.5,4.9,1485,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy loam,32.1,79.9,6.1,1577,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy regosol,31.7,81.8,6.3,1154,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red loam,29.0,74.1,5.1,1465,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy regosol,28.4,73.7,5.4,1177,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy regosol,32.8,67.2,6.9,1393,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red loam,28.6,68.6,6.5,1464,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.3,80.1,5.3,1566,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,27.2,68.4,6.4,1185,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy regosol,31.6,61.0,5.3,1602,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy loam,30.0,74.7,5.8,1358,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,27.5,68.8,6.8,1559,Trincomalee,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,29.9,69.3,6.9,1522,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,28.9,69.7,6.1,1578,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red loam,27.8,73.8,5.9,1212,Trincomalee,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,30.7,79.3,5.4,1377,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.6,79.2,5.7,1203,Trincomalee,Dry,Cinnamon,0,Not Suitable
Loam,28.3,77.0,5.6,1385,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,29.5,78.7,6.4,1432,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.3,79.8,6.9,1297,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy loam,27.2,68.3,5.4,1637,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.9,66.7,5.8,1467,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,32.1,79.7,5.2,1505,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,33.5,65.8,5.0,1190,Trincomalee,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,30.9,62.5,5.5,1183,Trincomalee,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,29.0,73.3,6.5,1590,Trincomalee,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,28.8,65.4,5.5,1679,Trincomalee,Dry,Pepper,0,Not Suitable
Loam,33.2,64.4,5.9,1668,Trincomalee,Dry,Pepper,0,Not Suitable
Sandy regosol,30.1,75.6,5.9,1453,Trincomalee,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,30.9,76.1,5.5,1125,Trincomalee,Dry,Pepper,0,Not Suitable
Sandy regosol,30.2,62.9,5.8,1499,Trincomalee,Dry,Pepper,0,Not Suitable
Loam,30.0,64.3,5.7,1429,Trincomalee,Dry,Pepper,0,Not Suitable
Loamy soil,27.2,61.1,5.7,1673,Trincomalee,Dry,Pepper,0,Not Suitable
Loamy soil,32.0,61.5,6.2,1165,Trincomalee,Dry,Pepper,0,Not Suitable
Red loam,30.3,80.9,6.5,1667,Trincomalee,Dry,Pepper,0,Not Suitable
Sandy Clay loam,31.2,70.0,6.7,1314,Trincomalee,Dry,Pepper,0,Not Suitable
Sandy Clay loam,31.2,72.7,5.6,1239,Trincomalee,Dry,Pepper,0,Not Suitable
Loamy soil,33.6,66.9,5.6,1366,Trincomalee,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,32.9,60.6,5.7,1600,Trincomalee,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,33.2,76.1,6.2,1199,Trincomalee,Dry,Pepper,0,Not Suitable
Loamy soil,29.2,63.9,6.0,1616,Trincomalee,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,29.8,63.7,6.6,1330,Trincomalee,Dry,Pepper,0,Not Suitable
